	BioProject	BioSample	Body_Site	project	base_media	condition	growth_phase	isolate	reference_condition	skip	OD-600	NOTES	InsertDev	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Manual Strain	Model	Platform	Project	ProjectID	ReleaseDate	Run	SRAStudy	Sample	ScientificName	Submission	TaxID	class_tax_id	species	species_tax_id	strain_tax_id	R1	R2	Swift	Treatment	full_name	passed_fastqc	passed_global_correlation	passed_number_replicates	passed_reads_mapped_to_CDS	passed_similar_replicates	condition_name	project_name	CenterName	Notes	SRA ID	Biosample	GEO Series	GEO Sample	PMID	passed_replicate_correlations	genetic_changes	name	condition.1	treatment	strain_description	biosample_strain	biosample_genotype	reference_condition.1	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	Study_Pubmed_id	SampleType	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	dbgap_study_accession	Consent	RunHash	ReadHash	LibraryName-DUPLICATE_DELETE	Experiment-DUPLICATE_DELETE	swift
ERX2692713	PRJEB27527	SAMEA4773110			TSB	TSB:mitomycin-30min:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		481299.0	2018-07-15 08:21:41	ERR2677728	ERP109616	ERS2593064	Staphylococcus aureus	ERA1533289	1280.0									colateral-transduction:TSB:mitomycin-30min:exponential:Newman:WT	True	True		True			colateral-transduction	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				mitomycin-30min	WT				2018-07-19 10:03:22	12088253.0	899401509.0	0.0	74.0	373.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR2677728/ERR2677728.1	unspecified		simple	SAMEA4773110							no					public	832983F3BCD305A3891AB7B3DA0AB6C0	0ED0502E12327249E733573098F5E2B3	unspecified	ERX2692713	False
ERX2692714	PRJEB27527	SAMEA4773111			TSB	TSB:mitomycin-30min:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		481299.0	2018-07-15 08:21:41	ERR2677729	ERP109616	ERS2593065	Staphylococcus aureus	ERA1533289	1280.0									colateral-transduction:TSB:mitomycin-30min:exponential:Newman:WT	True	True		True			colateral-transduction	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				mitomycin-30min	WT				2018-07-19 10:04:07	11592863.0	863873544.0	0.0	74.0	358.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR2677729/ERR2677729.1	unspecified		simple	SAMEA4773111							no					public	1823FE5DB6B1BCCD1CA766F5C7C9DAFF	1F8073DBCD6C7884DAFEF3FD25355B9A	unspecified	ERX2692714	False
ERX2692715	PRJEB27527	SAMEA4773112			TSB	TSB:mitomycin-60min:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		481299.0	2018-07-15 08:21:41	ERR2677730	ERP109616	ERS2593066	Staphylococcus aureus	ERA1533289	1280.0									colateral-transduction:TSB:mitomycin-60min:exponential:Newman:WT	True	True		True			colateral-transduction	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				mitomycin-60min	WT				2018-07-19 10:04:23	11339715.0	843240913.0	0.0	74.0	350.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR2677730/ERR2677730.1	unspecified		simple	SAMEA4773112							no					public	18CF1DB3DDBA1493624ED957E7193D04	59EFAAF98BC22221E3FCD765B58D9BDD	unspecified	ERX2692715	False
ERX2692716	PRJEB27527	SAMEA4773113			TSB	TSB:mitomycin-60min:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		481299.0	2018-07-15 08:21:41	ERR2677731	ERP109616	ERS2593067	Staphylococcus aureus	ERA1533289	1280.0									colateral-transduction:TSB:mitomycin-60min:exponential:Newman:WT	True	True		True			colateral-transduction	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				mitomycin-60min	WT				2018-07-19 10:04:18	12302797.0	916078894.0	0.0	74.0	378.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR2677731/ERR2677731.1	unspecified		simple	SAMEA4773113							no					public	DBF81B1E69B752C8C030DF3A4CE7D0FA	BD13EACDC03159CA3F7D4EE54C98552B	unspecified	ERX2692716	False
ERX2692717	PRJEB27527	SAMEA4773114			TSB	TSB:mitomycin-60min:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		481299.0	2018-07-15 08:21:41	ERR2677732	ERP109616	ERS2593068	Staphylococcus aureus	ERA1533289	1280.0									colateral-transduction:TSB:mitomycin-60min:exponential:Newman:WT	True	True		True			colateral-transduction	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				mitomycin-60min	WT				2018-07-19 10:05:00	11588043.0	862812632.0	0.0	74.0	360.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR2677732/ERR2677732.1	unspecified		simple	SAMEA4773114							no					public	C4D93E1F6F52215366F7FB5CEADF81DE	962604600279B6EA350B79C1F61F0DA4	unspecified	ERX2692717	False
ERX2692718	PRJEB27527	SAMEA4773115			TSB	TSB:Phi-11-0m:exponential:RN451:WT	exponential	RN451	Phi-11-0m			https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha	0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq	RN451	NextSeq 500	ILLUMINA		481299.0	7/15/2018 8:21	ERR2677733	ERP109616	ERS2593069	Staphylococcus aureus	ERA1533289	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					phi-11:TSB:Phi-11-0m:exponential:RN451:WT	True	True	True	True	True	RN451_TSB_phi-11_0m_WT_Exponential	phi-11	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				Phi-11-0m	WT			RN451_TSB_phi-11_0m_WT_Exponential																													
ERX2692719	PRJEB27527	SAMEA4773116			TSB	TSB:Phi-11-0m:exponential:RN451:WT	exponential	RN451	Phi-11-0m			https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha	0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq	RN451	NextSeq 500	ILLUMINA		481299.0	7/15/2018 8:21	ERR2677734	ERP109616	ERS2593070	Staphylococcus aureus	ERA1533289	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					phi-11:TSB:Phi-11-0m:exponential:RN451:WT	True	True	True	True	True	RN451_TSB_phi-11_0m_WT_Exponential	phi-11	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				Phi-11-0m	WT			RN451_TSB_phi-11_0m_WT_Exponential																													
ERX2692720	PRJEB27527	SAMEA4773117			TSB	TSB:Phi-11-0m:exponential:RN451:WT	exponential	RN451	Phi-11-0m			https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha	0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq	RN451	NextSeq 500	ILLUMINA		481299.0	7/15/2018 8:21	ERR2677735	ERP109616	ERS2593071	Staphylococcus aureus	ERA1533289	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					phi-11:TSB:Phi-11-0m:exponential:RN451:WT	True	True	True	True	True	RN451_TSB_phi-11_0m_WT_Exponential	phi-11	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				Phi-11-0m	WT			RN451_TSB_phi-11_0m_WT_Exponential																													
ERX2692721	PRJEB27527	SAMEA4773118			TSB	TSB:Phi-11-30m:exponential:RN451:WT	exponential	RN451	Phi-11-0m			https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha	0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq	RN451	NextSeq 500	ILLUMINA		481299.0	7/15/2018 8:21	ERR2677736	ERP109616	ERS2593072	Staphylococcus aureus	ERA1533289	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					phi-11:TSB:Phi-11-30m:exponential:RN451:WT	True	True	True	True	True	RN451_TSB_phi-11_30m_WT_Exponential	phi-11	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				Phi-11-30m	WT			RN451_TSB_phi-11_0m_WT_Exponential																													
ERX2692722	PRJEB27527	SAMEA4773119			TSB	TSB:Phi-11-30m:exponential:RN451:WT	exponential	RN451	Phi-11-0m			https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha	0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq	RN451	NextSeq 500	ILLUMINA		481299.0	7/15/2018 8:21	ERR2677737	ERP109616	ERS2593073	Staphylococcus aureus	ERA1533289	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					phi-11:TSB:Phi-11-30m:exponential:RN451:WT	True	True	True	True	True	RN451_TSB_phi-11_30m_WT_Exponential	phi-11	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				Phi-11-30m	WT			RN451_TSB_phi-11_0m_WT_Exponential																													
ERX2692723	PRJEB27527	SAMEA4773120			TSB	TSB:Phi-11-30m:exponential:RN451:WT	exponential	RN451	Phi-11-0m			https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha	0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq	RN451	NextSeq 500	ILLUMINA		481299.0	7/15/2018 8:21	ERR2677738	ERP109616	ERS2593074	Staphylococcus aureus	ERA1533289	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					phi-11:TSB:Phi-11-30m:exponential:RN451:WT	True	True	True	True	True	RN451_TSB_phi-11_30m_WT_Exponential	phi-11	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				Phi-11-30m	WT			RN451_TSB_phi-11_0m_WT_Exponential																													
ERX2692724	PRJEB27527	SAMEA4773121			TSB	TSB:Phi-11-60m:exponential:RN451:WT	exponential	RN451	Phi-11-0m			https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha	0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq	RN451	NextSeq 500	ILLUMINA		481299.0	7/15/2018 8:21	ERR2677739	ERP109616	ERS2593075	Staphylococcus aureus	ERA1533289	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					phi-11:TSB:Phi-11-60m:exponential:RN451:WT	True	True	True	True	True	RN451_TSB_phi-11_60m_WT_Exponential	phi-11	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				Phi-11-60m	WT			RN451_TSB_phi-11_0m_WT_Exponential																													
ERX2692725	PRJEB27527	SAMEA4773122			TSB	TSB:Phi-11-60m:exponential:RN451:WT	exponential	RN451	Phi-11-0m			https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha	0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq	RN451	NextSeq 500	ILLUMINA		481299.0	7/15/2018 8:21	ERR2677740	ERP109616	ERS2593076	Staphylococcus aureus	ERA1533289	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					phi-11:TSB:Phi-11-60m:exponential:RN451:WT	True	True	True	True	True	RN451_TSB_phi-11_60m_WT_Exponential	phi-11	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				Phi-11-60m	WT			RN451_TSB_phi-11_0m_WT_Exponential																													
ERX2692726	PRJEB27527	SAMEA4773123			TSB	TSB:Phi-11-60m:exponential:RN451:WT	exponential	RN451	Phi-11-0m			https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha	0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq	RN451	NextSeq 500	ILLUMINA		481299.0	7/15/2018 8:21	ERR2677741	ERP109616	ERS2593077	Staphylococcus aureus	ERA1533289	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					phi-11:TSB:Phi-11-60m:exponential:RN451:WT	True	True	True	True	True	RN451_TSB_phi-11_60m_WT_Exponential	phi-11	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				Phi-11-60m	WT			RN451_TSB_phi-11_0m_WT_Exponential																													
ERX4581838	PRJEB40502	SAMEA7370766			TSB	TSB:Control-6h:stationary:HG003:WT	stationary	HG003	Control-6h				0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		703888.0	3/15/2021 6:36	ERR4659022	ERP124153	ERS5129215	Staphylococcus aureus	ERA2939441	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					extracellular-vesicles:TSB:Control-6h:stationary:HG003:WT	True	True		True			extracellular-vesicles	INRAE		13492438.0	18019173.0				True				Control-6h	WT																																
ERX4581839	PRJEB40502	SAMEA7370767			TSB	TSB:Vancomycin-6h:stationary:HG003:WT	stationary	HG003	Control-6h				0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		703888.0	3/15/2021 6:36	ERR4659023	ERP124153	ERS5129216	Staphylococcus aureus	ERA2939441	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					extracellular-vesicles:TSB:Vancomycin-6h:stationary:HG003:WT	True	True		True			extracellular-vesicles	INRAE		13492439.0	18019174.0				True				Vancomycin-6h	WT																																
ERX4581840	PRJEB40502	SAMEA7370768			TSB	TSB:Control-12h:stationary:HG003:WT	stationary	HG003	Control-6h				0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		703888.0	3/15/2021 6:36	ERR4659024	ERP124153	ERS5129217	Staphylococcus aureus	ERA2939441	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					extracellular-vesicles:TSB:Control-12h:stationary:HG003:WT	True	True		True			extracellular-vesicles	INRAE		13492440.0	18019190.0				True				Control-12h	WT																																
ERX4581841	PRJEB40502	SAMEA7370769			TSB	TSB:Vancomycin-12h:stationary:HG003:WT	stationary	HG003	Control-6h				0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		703888.0	3/15/2021 6:36	ERR4659025	ERP124153	ERS5129218	Staphylococcus aureus	ERA2939441	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					extracellular-vesicles:TSB:Vancomycin-12h:stationary:HG003:WT	True	True		True			extracellular-vesicles	INRAE		13492441.0	18019138.0				True				Vancomycin-12h	WT																																
ERX4581842	PRJEB40502	SAMEA7370770			TSB	TSB:Control-6h:stationary:HG003:WT	stationary	HG003	Control-6h				0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		703888.0	3/15/2021 6:36	ERR4659026	ERP124153	ERS5129219	Staphylococcus aureus	ERA2939441	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					extracellular-vesicles:TSB:Control-6h:stationary:HG003:WT	True	True		True			extracellular-vesicles	INRAE		13492442.0	18019194.0				True				Control-6h	WT																																
ERX4581843	PRJEB40502	SAMEA7370771			TSB	TSB:Vancomycin-6h:stationary:HG003:WT	stationary	HG003	Control-6h				0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		703888.0	3/15/2021 6:36	ERR4659027	ERP124153	ERS5129220	Staphylococcus aureus	ERA2939441	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					extracellular-vesicles:TSB:Vancomycin-6h:stationary:HG003:WT	True	True		True			extracellular-vesicles	INRAE		13492443.0	18019172.0				True				Vancomycin-6h	WT																																
ERX4581844	PRJEB40502	SAMEA7370772			TSB	TSB:Control-12h:stationary:HG003:WT	stationary	HG003	Control-6h				0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		703888.0	3/15/2021 6:36	ERR4659028	ERP124153	ERS5129221	Staphylococcus aureus	ERA2939441	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					extracellular-vesicles:TSB:Control-12h:stationary:HG003:WT	True	True		True			extracellular-vesicles	INRAE		13492444.0	18019204.0				True				Control-12h	WT																																
ERX4581845	PRJEB40502	SAMEA7370773			TSB	TSB:Vancomycin-12h:stationary:HG003:WT	stationary	HG003	Control-6h				0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		703888.0	3/15/2021 6:36	ERR4659029	ERP124153	ERS5129222	Staphylococcus aureus	ERA2939441	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					extracellular-vesicles:TSB:Vancomycin-12h:stationary:HG003:WT	True	True		True			extracellular-vesicles	INRAE		13492445.0	18019181.0				True				Vancomycin-12h	WT																																
ERX4581846	PRJEB40502	SAMEA7370774			TSB	TSB:Control-6h:stationary:HG003:WT	stationary	HG003	Control-6h				0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		703888.0	3/15/2021 6:36	ERR4659030	ERP124153	ERS5129223	Staphylococcus aureus	ERA2939441	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					extracellular-vesicles:TSB:Control-6h:stationary:HG003:WT	True	True		True			extracellular-vesicles	INRAE		13492446.0	18019175.0				True				Control-6h	WT																																
ERX4581847	PRJEB40502	SAMEA7370775			TSB	TSB:Vancomycin-6h:stationary:HG003:WT	stationary	HG003	Control-6h				0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		703888.0	3/15/2021 6:36	ERR4659031	ERP124153	ERS5129224	Staphylococcus aureus	ERA2939441	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					extracellular-vesicles:TSB:Vancomycin-6h:stationary:HG003:WT	True	True		True			extracellular-vesicles	INRAE		13492447.0	18019206.0				True				Vancomycin-6h	WT																																
ERX4581848	PRJEB40502	SAMEA7370776			TSB	TSB:Control-12h:stationary:HG003:WT	stationary	HG003	Control-6h				0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		703888.0	3/15/2021 6:36	ERR4659032	ERP124153	ERS5129225	Staphylococcus aureus	ERA2939441	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					extracellular-vesicles:TSB:Control-12h:stationary:HG003:WT	True	True		True			extracellular-vesicles	INRAE		13492448.0	18019179.0				True				Control-12h	WT																																
ERX4581849	PRJEB40502	SAMEA7370777			TSB	TSB:Vancomycin-12h:stationary:HG003:WT	stationary	HG003	Control-6h				0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		703888.0	3/15/2021 6:36	ERR4659033	ERP124153	ERS5129226	Staphylococcus aureus	ERA2939441	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					extracellular-vesicles:TSB:Vancomycin-12h:stationary:HG003:WT	True	True		True			extracellular-vesicles	INRAE		13492449.0	18019134.0				True				Vancomycin-12h	WT																																
ERX4581851	PRJEB40502	SAMEA7370779			TSB	TSB:Vancomycin-6h:stationary:HG003:WT	stationary	HG003	Control-6h				0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		703888.0	3/15/2021 6:36	ERR4659035	ERP124153	ERS5129228	Staphylococcus aureus	ERA2939441	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					extracellular-vesicles:TSB:Vancomycin-6h:stationary:HG003:WT	True	True		True			extracellular-vesicles	INRAE		13492451.0	18019193.0				True				Vancomycin-6h	WT																																
ERX4581859	PRJEB40502	SAMEA7370787			TSB	TSB:Vancomycin-6h:stationary:HG003:WT	stationary	HG003	Control-6h				0.0	0.0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		703888.0	3/15/2021 6:36	ERR4659043	ERP124153	ERS5129236	Staphylococcus aureus	ERA2939441	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0					extracellular-vesicles:TSB:Vancomycin-6h:stationary:HG003:WT	True	True		True			extracellular-vesicles	INRAE		13492459.0	18019191.0				True				Vancomycin-6h	WT																																
ERX981233	PRJEB8221	SAMEA3208621			Unknown_media	Unknown_media:Control::RN6390:WT		RN6390	Control				0.0	550.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		285049.0	2015-05-27 06:37:43	ERR901844	ERP009279	ERS639723	Staphylococcus aureus	ERA441515	1280.0									typeVII-secretion-RN6390:Unknown_media:Control::RN6390:WT	True	True		True			typeVII-secretion-RN6390	THE WELLCOME TRUST SANGER INSTITUTE	NCTC8325 derivative						True				Control	WT				2016-01-18 02:31:26	17388169.0	2608225350.0	17388169.0	150.0	1206.0	GCA_000011505.1	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR901844/ERR901844.1	13004940		simple	SAMEA3208621							no					public	C891D5E559A42B3515DFE5435335580E	1081824998B5A286B25D6DFF43A212E1	13004940	ERX981233	False
ERX981234	PRJEB8221	SAMEA3208622			Unknown_media	Unknown_media:Control::RN6390:WT		RN6390	Control				0.0	550.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		285049.0	2015-05-27 06:37:44	ERR901845	ERP009279	ERS639724	Staphylococcus aureus	ERA441515	1280.0									typeVII-secretion-RN6390:Unknown_media:Control::RN6390:WT	True	True		True			typeVII-secretion-RN6390	THE WELLCOME TRUST SANGER INSTITUTE	NCTC8325 derivative						True				Control	WT				2016-01-18 01:57:41	19765476.0	2964821400.0	19765476.0	150.0	1375.0	GCA_000011505.1	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR901845/ERR901845.1	13004941		simple	SAMEA3208622							no					public	88E01C78E71E16CF57A8BCA87CF9D1A0	8C1D1E03EC3655FB334236B6E557EE5D	13004941	ERX981234	False
ERX981244	PRJEB8221	SAMEA3208632			Unknown_media	Unknown_media:Control::NCTC8325:WT		NCTC8325	Control				0.0	550.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		285049.0	2015-05-27 06:37:44	ERR901855	ERP009279	ERS639734	Staphylococcus aureus	ERA441515	1280.0									typeVII-secretion-NCTC8325:Unknown_media:Control::NCTC8325:WT	True	True		True			typeVII-secretion-NCTC8325	THE WELLCOME TRUST SANGER INSTITUTE	NCTC8325 derivative						True				Control	WT				2016-01-18 03:25:30	13487649.0	2023147350.0	13487649.0	150.0	877.0	GCA_000011505.1	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR901855/ERR901855.1	13004962		simple	SAMEA3208632							no					public	7FC0B398FA15B05974C5E49449BB3C8F	7FCDA863A77B365B39CF0DBC9968791D	13004962	ERX981244	False
ERX981245	PRJEB8221	SAMEA3208633			Unknown_media	Unknown_media:Control::NCTC8325:WT		NCTC8325	Control				0.0	550.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		285049.0	2015-05-27 06:37:44	ERR901856	ERP009279	ERS639735	Staphylococcus aureus	ERA441515	1280.0									typeVII-secretion-NCTC8325:Unknown_media:Control::NCTC8325:WT	True	True		True			typeVII-secretion-NCTC8325	THE WELLCOME TRUST SANGER INSTITUTE	NCTC8325 derivative						True				Control	WT				2016-01-18 02:10:45	14388947.0	2158342050.0	14388947.0	150.0	948.0	GCA_000011505.1	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR901856/ERR901856.1	13004963		simple	SAMEA3208633							no					public	E037538D9D1C039BB8F4E4554E75394F	457DD91D5E687040BFA4D5C518A50F6C	13004963	ERX981245	False
ERX981246	PRJEB8221	SAMEA3208634			Unknown_media	Unknown_media:Control::NCTC8325:WT		NCTC8325	Control				0.0	550.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		285049.0	2015-05-27 06:37:44	ERR901857	ERP009279	ERS639736	Staphylococcus aureus	ERA441515	1280.0									typeVII-secretion-NCTC8325:Unknown_media:Control::NCTC8325:WT	True	True		True			typeVII-secretion-NCTC8325	THE WELLCOME TRUST SANGER INSTITUTE	NCTC8325 derivative						True				Control	WT				2016-01-18 02:12:32	16756457.0	2513468550.0	16756457.0	150.0	1113.0	GCA_000011505.1	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR901857/ERR901857.1	13004964		simple	SAMEA3208634							no					public	07C2BA2A5CD8E774A523BC23170CDAFC	709690855AE742BE23731C65BAEF186A	13004964	ERX981246	False
ERX981248	PRJEB8221	SAMEA3208636			Unknown_media	Unknown_media:Mutant::NCTC8325:delta-pknB		NCTC8325	Control				0.0	550.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		285049.0	2015-05-27 06:37:44	ERR901859	ERP009279	ERS639738	Staphylococcus aureus	ERA441515	1280.0									typeVII-secretion-NCTC8325:Unknown_media:Mutant::NCTC8325:delta-pknB	True	True		True			typeVII-secretion-NCTC8325	THE WELLCOME TRUST SANGER INSTITUTE	NCTC8325 derivative						True				Mutant	delta-pknB				2016-01-17 15:24:26	18604898.0	2790734700.0	18604898.0	150.0	1214.0	GCA_000011505.1	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR901859/ERR901859.1	13004966		simple	SAMEA3208636							no					public	0BA82CCBEC494FE2C890DCEAB4CA5988	98A46EA5DEA88C20FA9ED788D9B5A710	13004966	ERX981248	False
