# Metadata of the RNA sequencing data used to create the TRN model with ICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,# Metadata of the RNA sequencing data used to create the TRN model with ICA
,BioProject,BioSample,Body_Site,project,base_media,condition,growth_phase,isolate,reference_condition,skip,OD-600,NOTES,InsertDev,InsertSize,LibraryLayout,LibrarySelection,LibrarySource,LibraryStrategy,Manual Strain,Model,Platform,Project,ProjectID,ReleaseDate,Run,SRAStudy,Sample,ScientificName,Submission,TaxID,class_tax_id,species,species_tax_id,strain_tax_id,Swift,Treatment,full_name,passed_fastqc,passed_global_correlation,passed_number_replicates,passed_reads_mapped_to_CDS,passed_similar_replicates,condition_name,project_name,CenterName,Notes,SRA ID,GEO Series,GEO Sample,PMID,passed_replicate_correlations,genetic_changes,name,treatment,strain_description,Study_Pubmed_id,Previous ID (Changed SRR to SRX)
ERX2692718,PRJEB27527,SAMEA4773115,,PRJEB27527,TSB,TSB:Phi-11-0m:exponential:RN451:WT,exponential,RN451,Phi-11-0m,,,https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,RN451,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677733,ERP109616,ERS2593069,Staphylococcus aureus,ERA1533289,1280,91061,Staphylococcus aureus,1280,1280,,,phi-11:TSB:Phi-11-0m:exponential:RN451:WT,TRUE,TRUE,TRUE,TRUE,TRUE,RN451_TSB_phi-11_0m_WT_Exponential,phi-11,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,Phi-11-0m,WT,,ERX2692718
ERX2692719,PRJEB27527,SAMEA4773116,,PRJEB27527,TSB,TSB:Phi-11-0m:exponential:RN451:WT,exponential,RN451,Phi-11-0m,,,https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,RN451,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677734,ERP109616,ERS2593070,Staphylococcus aureus,ERA1533289,1280,91061,Staphylococcus aureus,1280,1280,,,phi-11:TSB:Phi-11-0m:exponential:RN451:WT,TRUE,TRUE,TRUE,TRUE,TRUE,RN451_TSB_phi-11_0m_WT_Exponential,phi-11,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,Phi-11-0m,WT,,ERX2692719
ERX2692720,PRJEB27527,SAMEA4773117,,PRJEB27527,TSB,TSB:Phi-11-0m:exponential:RN451:WT,exponential,RN451,Phi-11-0m,,,https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,RN451,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677735,ERP109616,ERS2593071,Staphylococcus aureus,ERA1533289,1280,91061,Staphylococcus aureus,1280,1280,,,phi-11:TSB:Phi-11-0m:exponential:RN451:WT,TRUE,TRUE,TRUE,TRUE,TRUE,RN451_TSB_phi-11_0m_WT_Exponential,phi-11,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,Phi-11-0m,WT,,ERX2692720
ERX2692721,PRJEB27527,SAMEA4773118,,PRJEB27527,TSB,TSB:Phi-11-30m:exponential:RN451:WT,exponential,RN451,Phi-11-0m,,,https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,RN451,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677736,ERP109616,ERS2593072,Staphylococcus aureus,ERA1533289,1280,91061,Staphylococcus aureus,1280,1280,,,phi-11:TSB:Phi-11-30m:exponential:RN451:WT,TRUE,TRUE,TRUE,TRUE,TRUE,RN451_TSB_phi-11_30m_WT_Exponential,phi-11,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,Phi-11-30m,WT,,ERX2692721
ERX2692722,PRJEB27527,SAMEA4773119,,PRJEB27527,TSB,TSB:Phi-11-30m:exponential:RN451:WT,exponential,RN451,Phi-11-0m,,,https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,RN451,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677737,ERP109616,ERS2593073,Staphylococcus aureus,ERA1533289,1280,91061,Staphylococcus aureus,1280,1280,,,phi-11:TSB:Phi-11-30m:exponential:RN451:WT,TRUE,TRUE,TRUE,TRUE,TRUE,RN451_TSB_phi-11_30m_WT_Exponential,phi-11,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,Phi-11-30m,WT,,ERX2692722
ERX2692723,PRJEB27527,SAMEA4773120,,PRJEB27527,TSB,TSB:Phi-11-30m:exponential:RN451:WT,exponential,RN451,Phi-11-0m,,,https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,RN451,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677738,ERP109616,ERS2593074,Staphylococcus aureus,ERA1533289,1280,91061,Staphylococcus aureus,1280,1280,,,phi-11:TSB:Phi-11-30m:exponential:RN451:WT,TRUE,TRUE,TRUE,TRUE,TRUE,RN451_TSB_phi-11_30m_WT_Exponential,phi-11,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,Phi-11-30m,WT,,ERX2692723
ERX2692724,PRJEB27527,SAMEA4773121,,PRJEB27527,TSB,TSB:Phi-11-60m:exponential:RN451:WT,exponential,RN451,Phi-11-0m,,,https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,RN451,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677739,ERP109616,ERS2593075,Staphylococcus aureus,ERA1533289,1280,91061,Staphylococcus aureus,1280,1280,,,phi-11:TSB:Phi-11-60m:exponential:RN451:WT,TRUE,TRUE,TRUE,TRUE,TRUE,RN451_TSB_phi-11_60m_WT_Exponential,phi-11,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,Phi-11-60m,WT,,ERX2692724
ERX2692725,PRJEB27527,SAMEA4773122,,PRJEB27527,TSB,TSB:Phi-11-60m:exponential:RN451:WT,exponential,RN451,Phi-11-0m,,,https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,RN451,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677740,ERP109616,ERS2593076,Staphylococcus aureus,ERA1533289,1280,91061,Staphylococcus aureus,1280,1280,,,phi-11:TSB:Phi-11-60m:exponential:RN451:WT,TRUE,TRUE,TRUE,TRUE,TRUE,RN451_TSB_phi-11_60m_WT_Exponential,phi-11,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,Phi-11-60m,WT,,ERX2692725
ERX2692726,PRJEB27527,SAMEA4773123,,PRJEB27527,TSB,TSB:Phi-11-60m:exponential:RN451:WT,exponential,RN451,Phi-11-0m,,,https://science.sciencemag.org/content/362/6411/207?ijkey=36465496baad7a77bb56fcbb2cca3ba8c2d1f0e5&keytype2=tf_ipsecsha,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,RN451,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677741,ERP109616,ERS2593077,Staphylococcus aureus,ERA1533289,1280,91061,Staphylococcus aureus,1280,1280,,,phi-11:TSB:Phi-11-60m:exponential:RN451:WT,TRUE,TRUE,TRUE,TRUE,TRUE,RN451_TSB_phi-11_60m_WT_Exponential,phi-11,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,Phi-11-60m,WT,,ERX2692726
ERX4581838,PRJEB40502,SAMEA7370766,,PRJEB40502,TSB,TSB:Control-6h:stationary:HG003:WT,stationary,HG003,Control-6h,,,,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,703888,3/15/2021 6:36,ERR4659022,ERP124153,ERS5129215,Staphylococcus aureus,ERA2939441,1280,91061,Staphylococcus aureus,1280,1280,,,extracellular-vesicles:TSB:Control-6h:stationary:HG003:WT,TRUE,TRUE,,TRUE,,,extracellular-vesicles,INRAE,,13492438,,,,TRUE,,,Control-6h,WT,,ERX4581838
ERX4581839,PRJEB40502,SAMEA7370767,,PRJEB40502,TSB,TSB:Vancomycin-6h:stationary:HG003:WT,stationary,HG003,Control-6h,,,,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,703888,3/15/2021 6:36,ERR4659023,ERP124153,ERS5129216,Staphylococcus aureus,ERA2939441,1280,91061,Staphylococcus aureus,1280,1280,,,extracellular-vesicles:TSB:Vancomycin-6h:stationary:HG003:WT,TRUE,TRUE,,TRUE,,,extracellular-vesicles,INRAE,,13492439,,,,TRUE,,,Vancomycin-6h,WT,,ERX4581839
ERX4581840,PRJEB40502,SAMEA7370768,,PRJEB40502,TSB,TSB:Control-12h:stationary:HG003:WT,stationary,HG003,Control-6h,,,,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,703888,3/15/2021 6:36,ERR4659024,ERP124153,ERS5129217,Staphylococcus aureus,ERA2939441,1280,91061,Staphylococcus aureus,1280,1280,,,extracellular-vesicles:TSB:Control-12h:stationary:HG003:WT,TRUE,TRUE,,TRUE,,,extracellular-vesicles,INRAE,,13492440,,,,TRUE,,,Control-12h,WT,,ERX4581840
ERX4581841,PRJEB40502,SAMEA7370769,,PRJEB40502,TSB,TSB:Vancomycin-12h:stationary:HG003:WT,stationary,HG003,Control-6h,,,,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,703888,3/15/2021 6:36,ERR4659025,ERP124153,ERS5129218,Staphylococcus aureus,ERA2939441,1280,91061,Staphylococcus aureus,1280,1280,,,extracellular-vesicles:TSB:Vancomycin-12h:stationary:HG003:WT,TRUE,TRUE,,TRUE,,,extracellular-vesicles,INRAE,,13492441,,,,TRUE,,,Vancomycin-12h,WT,,ERX4581841
ERX4581842,PRJEB40502,SAMEA7370770,,PRJEB40502,TSB,TSB:Control-6h:stationary:HG003:WT,stationary,HG003,Control-6h,,,,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,703888,3/15/2021 6:36,ERR4659026,ERP124153,ERS5129219,Staphylococcus aureus,ERA2939441,1280,91061,Staphylococcus aureus,1280,1280,,,extracellular-vesicles:TSB:Control-6h:stationary:HG003:WT,TRUE,TRUE,,TRUE,,,extracellular-vesicles,INRAE,,13492442,,,,TRUE,,,Control-6h,WT,,ERX4581842
ERX4581843,PRJEB40502,SAMEA7370771,,PRJEB40502,TSB,TSB:Vancomycin-6h:stationary:HG003:WT,stationary,HG003,Control-6h,,,,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,703888,3/15/2021 6:36,ERR4659027,ERP124153,ERS5129220,Staphylococcus aureus,ERA2939441,1280,91061,Staphylococcus aureus,1280,1280,,,extracellular-vesicles:TSB:Vancomycin-6h:stationary:HG003:WT,TRUE,TRUE,,TRUE,,,extracellular-vesicles,INRAE,,13492443,,,,TRUE,,,Vancomycin-6h,WT,,ERX4581843
ERX4581844,PRJEB40502,SAMEA7370772,,PRJEB40502,TSB,TSB:Control-12h:stationary:HG003:WT,stationary,HG003,Control-6h,,,,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,703888,3/15/2021 6:36,ERR4659028,ERP124153,ERS5129221,Staphylococcus aureus,ERA2939441,1280,91061,Staphylococcus aureus,1280,1280,,,extracellular-vesicles:TSB:Control-12h:stationary:HG003:WT,TRUE,TRUE,,TRUE,,,extracellular-vesicles,INRAE,,13492444,,,,TRUE,,,Control-12h,WT,,ERX4581844
ERX4581845,PRJEB40502,SAMEA7370773,,PRJEB40502,TSB,TSB:Vancomycin-12h:stationary:HG003:WT,stationary,HG003,Control-6h,,,,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,703888,3/15/2021 6:36,ERR4659029,ERP124153,ERS5129222,Staphylococcus aureus,ERA2939441,1280,91061,Staphylococcus aureus,1280,1280,,,extracellular-vesicles:TSB:Vancomycin-12h:stationary:HG003:WT,TRUE,TRUE,,TRUE,,,extracellular-vesicles,INRAE,,13492445,,,,TRUE,,,Vancomycin-12h,WT,,ERX4581845
ERX4581846,PRJEB40502,SAMEA7370774,,PRJEB40502,TSB,TSB:Control-6h:stationary:HG003:WT,stationary,HG003,Control-6h,,,,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,703888,3/15/2021 6:36,ERR4659030,ERP124153,ERS5129223,Staphylococcus aureus,ERA2939441,1280,91061,Staphylococcus aureus,1280,1280,,,extracellular-vesicles:TSB:Control-6h:stationary:HG003:WT,TRUE,TRUE,,TRUE,,,extracellular-vesicles,INRAE,,13492446,,,,TRUE,,,Control-6h,WT,,ERX4581846
ERX4581847,PRJEB40502,SAMEA7370775,,PRJEB40502,TSB,TSB:Vancomycin-6h:stationary:HG003:WT,stationary,HG003,Control-6h,,,,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,703888,3/15/2021 6:36,ERR4659031,ERP124153,ERS5129224,Staphylococcus aureus,ERA2939441,1280,91061,Staphylococcus aureus,1280,1280,,,extracellular-vesicles:TSB:Vancomycin-6h:stationary:HG003:WT,TRUE,TRUE,,TRUE,,,extracellular-vesicles,INRAE,,13492447,,,,TRUE,,,Vancomycin-6h,WT,,ERX4581847
ERX4581848,PRJEB40502,SAMEA7370776,,PRJEB40502,TSB,TSB:Control-12h:stationary:HG003:WT,stationary,HG003,Control-6h,,,,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,703888,3/15/2021 6:36,ERR4659032,ERP124153,ERS5129225,Staphylococcus aureus,ERA2939441,1280,91061,Staphylococcus aureus,1280,1280,,,extracellular-vesicles:TSB:Control-12h:stationary:HG003:WT,TRUE,TRUE,,TRUE,,,extracellular-vesicles,INRAE,,13492448,,,,TRUE,,,Control-12h,WT,,ERX4581848
ERX4581849,PRJEB40502,SAMEA7370777,,PRJEB40502,TSB,TSB:Vancomycin-12h:stationary:HG003:WT,stationary,HG003,Control-6h,,,,0,0,SINGLE,RANDOM,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,703888,3/15/2021 6:36,ERR4659033,ERP124153,ERS5129226,Staphylococcus aureus,ERA2939441,1280,91061,Staphylococcus aureus,1280,1280,,,extracellular-vesicles:TSB:Vancomycin-12h:stationary:HG003:WT,TRUE,TRUE,,TRUE,,,extracellular-vesicles,INRAE,,13492449,,,,TRUE,,,Vancomycin-12h,WT,,ERX4581849
ERX981233,PRJEB8221,SAMEA3208621,,PRJEB8221,Unknown_media,Unknown_media:Control::RN6390:WT,,RN6390,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901844,ERP009279,ERS639723,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-RN6390:Unknown_media:Control::RN6390:WT,TRUE,TRUE,,TRUE,,,typeVII-secretion-RN6390,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Control,WT,,ERX981233
ERX981234,PRJEB8221,SAMEA3208622,,PRJEB8221,Unknown_media,Unknown_media:Control::RN6390:WT,,RN6390,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901845,ERP009279,ERS639724,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-RN6390:Unknown_media:Control::RN6390:WT,TRUE,TRUE,,TRUE,,,typeVII-secretion-RN6390,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Control,WT,,ERX981234
ERX981244,PRJEB8221,SAMEA3208632,,PRJEB8221,Unknown_media,Unknown_media:Control::NCTC8325:WT,,NCTC8325,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901855,ERP009279,ERS639734,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-NCTC8325:Unknown_media:Control::NCTC8325:WT,TRUE,TRUE,,TRUE,,,typeVII-secretion-NCTC8325,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Control,WT,,ERX981244
ERX981245,PRJEB8221,SAMEA3208633,,PRJEB8221,Unknown_media,Unknown_media:Control::NCTC8325:WT,,NCTC8325,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901856,ERP009279,ERS639735,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-NCTC8325:Unknown_media:Control::NCTC8325:WT,TRUE,TRUE,,TRUE,,,typeVII-secretion-NCTC8325,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Control,WT,,ERX981245
ERX981246,PRJEB8221,SAMEA3208634,,PRJEB8221,Unknown_media,Unknown_media:Control::NCTC8325:WT,,NCTC8325,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901857,ERP009279,ERS639736,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-NCTC8325:Unknown_media:Control::NCTC8325:WT,TRUE,TRUE,,TRUE,,,typeVII-secretion-NCTC8325,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Control,WT,,ERX981246
ERX981248,PRJEB8221,SAMEA3208636,,PRJEB8221,Unknown_media,Unknown_media:Mutant::NCTC8325:delta-pknB,,NCTC8325,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901859,ERP009279,ERS639738,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-NCTC8325:Unknown_media:Mutant::NCTC8325:delta-pknB,TRUE,TRUE,,TRUE,,,typeVII-secretion-NCTC8325,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Mutant,delta-pknB,,ERX981248
ERX981249,PRJEB8221,SAMEA3208637,,PRJEB8221,Unknown_media,Unknown_media:Mutant::NCTC8325:delta-pknB,,NCTC8325,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901860,ERP009279,ERS639739,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-NCTC8325:Unknown_media:Mutant::NCTC8325:delta-pknB,TRUE,TRUE,,TRUE,,,typeVII-secretion-NCTC8325,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Mutant,delta-pknB,,ERX981249
ERX981250,PRJEB8221,SAMEA3208638,,PRJEB8221,Unknown_media,Unknown_media:Mutant::RN6390:delta-essC,,RN6390,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901861,ERP009279,ERS639740,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-RN6390:Unknown_media:Mutant::RN6390:delta-essC,TRUE,TRUE,,TRUE,,,typeVII-secretion-RN6390,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Mutant,delta-essC,,ERX981250
ERX981251,PRJEB8221,SAMEA3208639,,PRJEB8221,Unknown_media,Unknown_media:Mutant::RN6390:delta-essC,,RN6390,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901862,ERP009279,ERS639741,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-RN6390:Unknown_media:Mutant::RN6390:delta-essC,TRUE,TRUE,,TRUE,,,typeVII-secretion-RN6390,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Mutant,delta-essC,,ERX981251
ERX981252,PRJEB8221,SAMEA3208640,,PRJEB8221,Unknown_media,Unknown_media:Mutant::RN6390:delta-essC,,RN6390,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901863,ERP009279,ERS639742,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-RN6390:Unknown_media:Mutant::RN6390:delta-essC,TRUE,TRUE,,TRUE,,,typeVII-secretion-RN6390,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Mutant,delta-essC,,ERX981252
ERX981253,PRJEB8221,SAMEA3208641,,PRJEB8221,Unknown_media,Unknown_media:Mutant::RN6390:delta-esaB,,RN6390,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901864,ERP009279,ERS639743,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-RN6390:Unknown_media:Mutant::RN6390:delta-esaB,TRUE,TRUE,,TRUE,,,typeVII-secretion-RN6390,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Mutant,delta-esaB,,ERX981253
ERX981254,PRJEB8221,SAMEA3208642,,PRJEB8221,Unknown_media,Unknown_media:Mutant::RN6390:delta-esaB,,RN6390,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901865,ERP009279,ERS639744,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-RN6390:Unknown_media:Mutant::RN6390:delta-esaB,TRUE,TRUE,,TRUE,,,typeVII-secretion-RN6390,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Mutant,delta-esaB,,ERX981254
ERX981255,PRJEB8221,SAMEA3208643,,PRJEB8221,Unknown_media,Unknown_media:Mutant::RN6390:delta-esaB,,RN6390,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901866,ERP009279,ERS639745,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-RN6390:Unknown_media:Mutant::RN6390:delta-esaB,TRUE,TRUE,,TRUE,,,typeVII-secretion-RN6390,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Mutant,delta-esaB,,ERX981255
ERX981256,PRJEB8221,SAMEA3208632,,PRJEB8221,Unknown_media,Unknown_media:Control::NCTC8325:WT,,NCTC8325,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901867,ERP009279,ERS639734,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-NCTC8325:Unknown_media:Control::NCTC8325:WT,TRUE,TRUE,,TRUE,,,typeVII-secretion-NCTC8325,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Control,WT,,ERX981256
ERX981257,PRJEB8221,SAMEA3208633,,PRJEB8221,Unknown_media,Unknown_media:Control::NCTC8325:WT,,NCTC8325,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901868,ERP009279,ERS639735,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-NCTC8325:Unknown_media:Control::NCTC8325:WT,TRUE,TRUE,,TRUE,,,typeVII-secretion-NCTC8325,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Control,WT,,ERX981257
ERX981258,PRJEB8221,SAMEA3208634,,PRJEB8221,Unknown_media,Unknown_media:Control::NCTC8325:WT,,NCTC8325,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901869,ERP009279,ERS639736,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-NCTC8325:Unknown_media:Control::NCTC8325:WT,TRUE,TRUE,,TRUE,,,typeVII-secretion-NCTC8325,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Control,WT,,ERX981258
ERX981260,PRJEB8221,SAMEA3208636,,PRJEB8221,Unknown_media,Unknown_media:Mutant::NCTC8325:delta-pknB,,NCTC8325,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901871,ERP009279,ERS639738,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-NCTC8325:Unknown_media:Mutant::NCTC8325:delta-pknB,TRUE,TRUE,,TRUE,,,typeVII-secretion-NCTC8325,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Mutant,delta-pknB,,ERX981260
ERX981261,PRJEB8221,SAMEA3208637,,PRJEB8221,Unknown_media,Unknown_media:Mutant::NCTC8325:delta-pknB,,NCTC8325,Control,,,,0,550,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,285049,5/27/2015 6:37,ERR901872,ERP009279,ERS639739,Staphylococcus aureus,ERA441515,1280,,,,,,,typeVII-secretion-NCTC8325:Unknown_media:Mutant::NCTC8325:delta-pknB,TRUE,TRUE,,TRUE,,,typeVII-secretion-NCTC8325,THE WELLCOME TRUST SANGER INSTITUTE,NCTC8325 derivative,,,,,TRUE,,,Mutant,delta-pknB,,ERX981261
